tempbeta	mu	density	err	doublon	err	
2.9851e+00	1.2000e+00	1.9105e+00	1.4417e-04	9.1120e-01	1.4429e-04	
2.9851e+00	1.2402e+00	1.9198e+00	1.1485e-04	9.2039e-01	1.1491e-04	
2.9851e+00	1.2804e+00	1.9280e+00	1.6960e-04	9.2846e-01	1.6967e-04	
2.9851e+00	1.3206e+00	1.9360e+00	2.4449e-04	9.3633e-01	2.4458e-04	
2.9851e+00	1.3608e+00	1.9430e+00	1.8417e-04	9.4329e-01	1.8422e-04	
2.9851e+00	1.4010e+00	1.9492e+00	1.4148e-04	9.4947e-01	1.4151e-04	
2.9851e+00	1.4412e+00	1.9545e+00	1.6772e-04	9.5465e-01	1.6774e-04	
2.9851e+00	1.4814e+00	1.9597e+00	8.0324e-05	9.5984e-01	8.0333e-05	
2.9851e+00	1.5216e+00	1.9643e+00	1.2927e-04	9.6437e-01	1.2928e-04	
2.9851e+00	1.5618e+00	1.9682e+00	4.8612e-05	9.6825e-01	4.8612e-05	
2.9851e+00	1.6020e+00	1.9716e+00	5.7741e-05	9.7162e-01	5.7743e-05	
2.9851e+00	1.6422e+00	1.9749e+00	7.9945e-05	9.7491e-01	7.9947e-05	
2.9851e+00	1.6824e+00	1.9774e+00	3.2574e-05	9.7744e-01	3.2574e-05	
2.9851e+00	1.7226e+00	1.9800e+00	6.9283e-05	9.8005e-01	6.9284e-05	
2.9851e+00	1.7628e+00	1.9824e+00	7.8981e-05	9.8241e-01	7.8982e-05	
2.9851e+00	1.8030e+00	1.9842e+00	6.6819e-05	9.8425e-01	6.6819e-05	
2.9851e+00	1.8432e+00	1.9860e+00	3.7981e-05	9.8606e-01	3.7981e-05	
2.9851e+00	1.8834e+00	1.9876e+00	4.8520e-05	9.8759e-01	4.8521e-05	
2.9851e+00	1.9236e+00	1.9890e+00	2.9115e-05	9.8897e-01	2.9115e-05	
2.9851e+00	1.9638e+00	1.9902e+00	2.9819e-05	9.9019e-01	2.9819e-05	
2.9851e+00	2.0040e+00	1.9913e+00	3.2744e-05	9.9132e-01	3.2744e-05	
2.9851e+00	2.0442e+00	1.9923e+00	6.3902e-06	9.9232e-01	6.3902e-06	
2.9851e+00	2.0844e+00	1.9931e+00	1.6524e-05	9.9314e-01	1.6524e-05	
2.9851e+00	2.1246e+00	1.9939e+00	1.8018e-05	9.9392e-01	1.8018e-05	
2.9851e+00	2.1648e+00	1.9946e+00	1.4550e-05	9.9459e-01	1.4550e-05	
2.9851e+00	2.2050e+00	1.9952e+00	1.8697e-05	9.9521e-01	1.8697e-05	
2.9851e+00	2.2452e+00	1.9958e+00	1.1526e-05	9.9576e-01	1.1526e-05	
2.9851e+00	2.2854e+00	1.9962e+00	1.4126e-05	9.9624e-01	1.4126e-05	
2.9851e+00	2.3256e+00	1.9967e+00	1.4320e-05	9.9666e-01	1.4320e-05	
2.9851e+00	2.3658e+00	1.9970e+00	5.9862e-06	9.9703e-01	5.9862e-06	
2.9851e+00	2.4060e+00	1.9974e+00	3.4783e-06	9.9737e-01	3.4783e-06	
2.9851e+00	2.4462e+00	1.9977e+00	6.2292e-06	9.9766e-01	6.2292e-06	
2.9851e+00	2.4864e+00	1.9979e+00	4.6507e-06	9.9793e-01	4.6507e-06	
2.9851e+00	2.5266e+00	1.9982e+00	3.1884e-06	9.9816e-01	3.1884e-06	
2.9851e+00	2.5668e+00	1.9984e+00	3.3725e-06	9.9837e-01	3.3725e-06	
2.9851e+00	2.6070e+00	1.9986e+00	1.8975e-06	9.9855e-01	1.8975e-06	
2.9851e+00	2.6472e+00	1.9987e+00	6.1372e-07	9.9871e-01	6.1372e-07	
2.9851e+00	2.6874e+00	1.9989e+00	7.8280e-07	9.9886e-01	7.8280e-07	
2.9851e+00	2.7276e+00	1.9990e+00	9.6460e-07	9.9898e-01	9.6460e-07	
2.9851e+00	2.7678e+00	1.9991e+00	6.3313e-07	9.9910e-01	6.3313e-07	
2.9851e+00	2.8080e+00	1.9992e+00	1.4283e-06	9.9920e-01	1.4283e-06	
2.9851e+00	2.8482e+00	1.9993e+00	7.3801e-07	9.9929e-01	7.3801e-07	
2.9851e+00	2.8884e+00	1.9994e+00	9.8369e-07	9.9937e-01	9.8369e-07	
2.9851e+00	2.9286e+00	1.9994e+00	1.1492e-06	9.9944e-01	1.1492e-06	
2.9851e+00	2.9688e+00	1.9995e+00	9.7878e-07	9.9951e-01	9.7878e-07	
2.9851e+00	3.0090e+00	1.9996e+00	9.7361e-07	9.9956e-01	9.7361e-07	
2.6596e+00	-3.0210e+00	1.0621e-03	1.1592e-06	1.0725e-07	1.6691e-12	
2.6596e+00	-2.9808e+00	1.1817e-03	7.3177e-07	1.3280e-07	1.8263e-12	
2.6596e+00	-2.9406e+00	1.3149e-03	7.6830e-07	1.6444e-07	2.6545e-12	
2.6596e+00	-2.9004e+00	1.4625e-03	1.8714e-06	2.0361e-07	2.1887e-12	
2.6596e+00	-2.8602e+00	1.6235e-03	2.2739e-06	2.5211e-07	4.2072e-12	
2.6596e+00	-2.8200e+00	1.8069e-03	3.3543e-06	3.1215e-07	5.4813e-12	
2.6596e+00	-2.7798e+00	2.0067e-03	3.4536e-06	3.8649e-07	1.0398e-11	
2.6596e+00	-2.7396e+00	2.2334e-03	3.6480e-06	4.7853e-07	1.0719e-11	
2.6596e+00	-2.6994e+00	2.4905e-03	4.8310e-06	5.9247e-07	1.4284e-11	
2.6596e+00	-2.6592e+00	2.7663e-03	3.7085e-06	7.3351e-07	1.6013e-11	
2.6596e+00	-2.6190e+00	3.0704e-03	5.2657e-06	9.0808e-07	1.5849e-11	
2.6596e+00	-2.5788e+00	3.4149e-03	9.8995e-06	1.1242e-06	3.2906e-11	
2.6596e+00	-2.5386e+00	3.8118e-03	1.4743e-05	1.3916e-06	4.8077e-11	
2.6596e+00	-2.4984e+00	4.2275e-03	1.7303e-05	1.7227e-06	4.0842e-11	
2.6596e+00	-2.4582e+00	4.7086e-03	1.2825e-05	2.1323e-06	5.4676e-11	
2.6596e+00	-2.4180e+00	5.2456e-03	1.3286e-05	2.6393e-06	5.5739e-11	
2.6596e+00	-2.3778e+00	5.8449e-03	2.5301e-05	3.2666e-06	7.8404e-11	
2.6596e+00	-2.3376e+00	6.4828e-03	1.1019e-05	4.0427e-06	8.8619e-11	
2.6596e+00	-2.2974e+00	7.1982e-03	1.5926e-05	5.0028e-06	9.1614e-11	
2.6596e+00	-2.2572e+00	8.0340e-03	1.0698e-05	6.1904e-06	2.7459e-11	
2.6596e+00	-2.2170e+00	8.9315e-03	1.3551e-05	7.6594e-06	1.4803e-10	
2.6596e+00	-2.1768e+00	9.9268e-03	4.0104e-05	9.4753e-06	2.2959e-10	
2.6596e+00	-2.1366e+00	1.0971e-02	2.1657e-05	1.1721e-05	7.1398e-11	
2.6596e+00	-2.0964e+00	1.2241e-02	3.0335e-05	1.4497e-05	4.4356e-10	
2.6596e+00	-2.0562e+00	1.3598e-02	4.0728e-05	1.7928e-05	3.1134e-10	
2.6596e+00	-2.0160e+00	1.5103e-02	4.5629e-05	2.2168e-05	8.0984e-10	
2.6596e+00	-1.9758e+00	1.6892e-02	5.3905e-05	2.7404e-05	8.2235e-10	
2.6596e+00	-1.9356e+00	1.8679e-02	7.2557e-05	3.3873e-05	1.1103e-09	
2.6596e+00	-1.8954e+00	2.0734e-02	1.9309e-05	4.1859e-05	9.2924e-10	
2.6596e+00	-1.8552e+00	2.3152e-02	3.5481e-05	5.1710e-05	8.1183e-10	
2.6596e+00	-1.8150e+00	2.5554e-02	4.7004e-05	6.3874e-05	2.0075e-09	
2.6596e+00	-1.7748e+00	2.8428e-02	1.1041e-04	7.8869e-05	7.6041e-09	
2.6596e+00	-1.7346e+00	3.1628e-02	1.0151e-04	9.7348e-05	8.6854e-09	
2.6596e+00	-1.6944e+00	3.5062e-02	5.2850e-05	1.2012e-04	6.5533e-09	
2.6596e+00	-1.6542e+00	3.8990e-02	6.2305e-05	1.4815e-04	7.6137e-09	
2.6596e+00	-1.6140e+00	4.3276e-02	6.8751e-05	1.8264e-04	9.5770e-09	
2.6596e+00	-1.5738e+00	4.7904e-02	7.8702e-05	2.2507e-04	1.5950e-08	
2.6596e+00	-1.5336e+00	5.2813e-02	1.7597e-04	2.7727e-04	4.2104e-08	
2.6596e+00	-1.4934e+00	5.8768e-02	1.4955e-04	3.4121e-04	5.0426e-08	
2.6596e+00	-1.4532e+00	6.4924e-02	1.5739e-04	4.1976e-04	6.1275e-08	
2.6596e+00	-1.4130e+00	7.1946e-02	1.3365e-04	5.1593e-04	6.8890e-08	
2.6596e+00	-1.3728e+00	7.9403e-02	2.5560e-04	6.3377e-04	1.6643e-07	
2.6596e+00	-1.3326e+00	8.7946e-02	1.1743e-04	7.7759e-04	8.6537e-08	
2.6596e+00	-1.2924e+00	9.6799e-02	1.2979e-04	9.5358e-04	1.3514e-07	
2.6596e+00	-1.2522e+00	1.0688e-01	2.2869e-04	1.1678e-03	2.7392e-07	
2.6596e+00	-1.2120e+00	1.1762e-01	1.3505e-04	1.4289e-03	2.1429e-07	
2.6596e+00	-1.1718e+00	1.2940e-01	1.9595e-04	1.7462e-03	3.8993e-07	
2.6596e+00	-1.1316e+00	1.4224e-01	3.7523e-04	2.1309e-03	8.7525e-07	
2.6596e+00	-1.0914e+00	1.5682e-01	2.4759e-04	2.5949e-03	7.3768e-07	
2.6596e+00	-1.0512e+00	1.7273e-01	5.4252e-05	3.1542e-03	1.9316e-07	
2.6596e+00	-1.0110e+00	1.8841e-01	3.0444e-04	3.8342e-03	1.3969e-06	
2.6596e+00	-9.7080e-01	2.0637e-01	4.2103e-04	4.6466e-03	2.4530e-06	
2.6596e+00	-9.3060e-01	2.2589e-01	3.8259e-04	5.6184e-03	2.7253e-06	
2.6596e+00	-8.9040e-01	2.4586e-01	3.4685e-04	6.7870e-03	3.0599e-06	
2.6596e+00	-8.5020e-01	2.6789e-01	2.8257e-04	8.1731e-03	3.1036e-06	
2.6596e+00	-8.1000e-01	2.9087e-01	4.3674e-04	9.8249e-03	5.9484e-06	
2.6596e+00	-7.6980e-01	3.1637e-01	4.5392e-04	1.1762e-02	7.7939e-06	
2.6596e+00	-7.2960e-01	3.4256e-01	4.0277e-04	1.4058e-02	8.5658e-06	
2.6596e+00	-6.8940e-01	3.7007e-01	5.9371e-04	1.6756e-02	1.5642e-05	
2.6596e+00	-6.4920e-01	3.9915e-01	3.7614e-04	1.9905e-02	1.2464e-05	
2.6596e+00	-6.0900e-01	4.2820e-01	7.4327e-04	2.3629e-02	3.0609e-05	
2.6596e+00	-5.6880e-01	4.6079e-01	1.8757e-04	2.7849e-02	9.7967e-06	
2.6596e+00	-5.2860e-01	4.9489e-01	5.7716e-04	3.2686e-02	3.7318e-05	
2.6596e+00	-4.8840e-01	5.2864e-01	2.1680e-04	3.8334e-02	1.7581e-05	
2.6596e+00	-4.4820e-01	5.6392e-01	4.7891e-04	4.4750e-02	4.9253e-05	
2.6596e+00	-4.0800e-01	6.0026e-01	1.8331e-04	5.2028e-02	2.3752e-05	
2.6596e+00	-3.6780e-01	6.3735e-01	2.3129e-04	6.0268e-02	3.8177e-05	
2.6596e+00	-3.2760e-01	6.7516e-01	3.0028e-04	6.9550e-02	6.4468e-05	
2.6596e+00	-2.8740e-01	7.1383e-01	2.5196e-04	7.9862e-02	7.0719e-05	
2.6596e+00	-2.4720e-01	7.5248e-01	2.4310e-04	9.1536e-02	8.9816e-05	
2.6596e+00	-2.0700e-01	7.9245e-01	8.5513e-05	1.0411e-01	4.2786e-05	
2.6596e+00	-1.6680e-01	8.3188e-01	2.2028e-04	1.1844e-01	1.5554e-04	
2.6596e+00	-1.2660e-01	8.7248e-01	9.4772e-05	1.3348e-01	9.9364e-05	
2.6596e+00	-8.6400e-02	9.1269e-01	8.2505e-05	1.5044e-01	1.4230e-04	
2.6596e+00	-4.6200e-02	9.5339e-01	2.6549e-05	1.6811e-01	9.6158e-05	
2.6596e+00	-6.0000e-03	9.9392e-01	5.8950e-06	1.8814e-01	1.8264e-04	
2.6596e+00	3.4200e-02	1.0346e+00	5.3992e-05	2.0886e-01	3.2628e-04	
2.6596e+00	7.4400e-02	1.0752e+00	1.2381e-04	2.3085e-01	3.8058e-04	
2.6596e+00	1.1460e-01	1.1157e+00	7.5443e-05	2.5433e-01	1.6573e-04	
2.6596e+00	1.5480e-01	1.1559e+00	1.2172e-04	2.7863e-01	2.1779e-04	
2.6596e+00	1.9500e-01	1.1959e+00	1.5768e-04	3.0425e-01	2.4516e-04	
2.6596e+00	2.3520e-01	1.2352e+00	2.0185e-04	3.3025e-01	2.8367e-04	
2.6596e+00	2.7540e-01	1.2746e+00	2.4529e-04	3.5782e-01	3.1972e-04	
2.6596e+00	3.1560e-01	1.3135e+00	2.3657e-04	3.8602e-01	2.9104e-04	
2.6596e+00	3.5580e-01	1.3515e+00	4.5682e-04	4.1444e-01	5.3845e-04	
2.6596e+00	3.9600e-01	1.3890e+00	3.4668e-04	4.4343e-01	3.9503e-04	
2.6596e+00	4.3620e-01	1.4253e+00	4.0068e-04	4.7209e-01	4.4489e-04	
2.6596e+00	4.7640e-01	1.4606e+00	4.6135e-04	5.0071e-01	5.0170e-04	
2.6596e+00	5.1660e-01	1.4953e+00	1.7977e-04	5.2962e-01	1.9205e-04	
2.6596e+00	5.5680e-01	1.5286e+00	3.8704e-04	5.5783e-01	4.0850e-04	
2.6596e+00	5.9700e-01	1.5610e+00	7.6300e-04	5.8573e-01	7.9669e-04	
2.6596e+00	6.3720e-01	1.5920e+00	5.6479e-04	6.1291e-01	5.8459e-04	
2.6596e+00	6.7740e-01	1.6213e+00	5.7863e-04	6.3898e-01	5.9499e-04	
2.6596e+00	7.1760e-01	1.6493e+00	2.3727e-04	6.6413e-01	2.4263e-04	
2.6596e+00	7.5780e-01	1.6763e+00	2.8201e-04	6.8875e-01	2.8719e-04	
2.6596e+00	7.9800e-01	1.7017e+00	2.8780e-04	7.1208e-01	2.9207e-04	
2.6596e+00	8.3820e-01	1.7253e+00	2.4735e-04	7.3398e-01	2.5029e-04	
2.6596e+00	8.7840e-01	1.7477e+00	1.5434e-04	7.5486e-01	1.5574e-04	
2.6596e+00	9.1860e-01	1.7688e+00	5.0191e-04	7.7472e-01	5.0576e-04	
2.6596e+00	9.5880e-01	1.7879e+00	4.9605e-04	7.9284e-01	4.9908e-04	
2.6596e+00	9.9900e-01	1.8077e+00	2.9739e-04	8.1177e-01	2.9889e-04	
2.6596e+00	1.0392e+00	1.8228e+00	2.5442e-04	8.2619e-01	2.5507e-04	
2.6596e+00	1.0794e+00	1.8388e+00	2.5602e-04	8.4159e-01	2.5684e-04	
2.6596e+00	1.1196e+00	1.8532e+00	3.2471e-04	8.5542e-01	3.2553e-04	
2.6596e+00	1.1598e+00	1.8660e+00	3.3027e-04	8.6790e-01	3.3095e-04	
2.6596e+00	1.2000e+00	1.8783e+00	2.9704e-04	8.7985e-01	2.9753e-04	
2.6596e+00	1.2402e+00	1.8903e+00	2.2133e-04	8.9157e-01	2.2162e-04	
2.6596e+00	1.2804e+00	1.9000e+00	2.1419e-04	9.0102e-01	2.1442e-04	
2.6596e+00	1.3206e+00	1.9096e+00	9.3308e-05	9.1047e-01	9.3384e-05	
2.6596e+00	1.3608e+00	1.9181e+00	1.5428e-04	9.1874e-01	1.5438e-04	
2.6596e+00	1.4010e+00	1.9260e+00	7.2553e-05	9.2657e-01	7.2601e-05	
2.6596e+00	1.4412e+00	1.9334e+00	1.5537e-04	9.3382e-01	1.5543e-04	
2.6596e+00	1.4814e+00	1.9395e+00	1.0790e-04	9.3982e-01	1.0794e-04	
2.6596e+00	1.5216e+00	1.9454e+00	1.1651e-04	9.4567e-01	1.1654e-04	
2.6596e+00	1.5618e+00	1.9507e+00	1.9004e-04	9.5097e-01	1.9008e-04	
2.6596e+00	1.6020e+00	1.9553e+00	9.1156e-05	9.5549e-01	9.1171e-05	
2.6596e+00	1.6422e+00	1.9600e+00	6.4568e-05	9.6012e-01	6.4576e-05	
2.6596e+00	1.6824e+00	1.9637e+00	8.1890e-05	9.6385e-01	8.1900e-05	
2.6596e+00	1.7226e+00	1.9675e+00	5.4239e-05	9.6757e-01	5.4243e-05	
2.6596e+00	1.7628e+00	1.9705e+00	4.6235e-05	9.7063e-01	4.6238e-05	
2.6596e+00	1.8030e+00	1.9735e+00	4.7999e-05	9.7360e-01	4.8000e-05	
2.6596e+00	1.8432e+00	1.9762e+00	4.8257e-05	9.7624e-01	4.8259e-05	
2.6596e+00	1.8834e+00	1.9786e+00	6.7691e-05	9.7861e-01	6.7693e-05	
2.6596e+00	1.9236e+00	1.9807e+00	5.4783e-05	9.8074e-01	5.4784e-05	
2.6596e+00	1.9638e+00	1.9826e+00	2.1020e-05	9.8258e-01	2.1020e-05	
2.6596e+00	2.0040e+00	1.9844e+00	2.5404e-05	9.8440e-01	2.5404e-05	
2.6596e+00	2.0442e+00	1.9859e+00	4.9554e-05	9.8597e-01	4.9554e-05	
2.6596e+00	2.0844e+00	1.9873e+00	3.4627e-05	9.8732e-01	3.4628e-05	
2.6596e+00	2.1246e+00	1.9886e+00	2.6164e-05	9.8864e-01	2.6164e-05	
2.6596e+00	2.1648e+00	1.9897e+00	2.1071e-05	9.8975e-01	2.1071e-05	
2.6596e+00	2.2050e+00	1.9908e+00	1.8260e-05	9.9083e-01	1.8260e-05	
2.6596e+00	2.2452e+00	1.9917e+00	1.5650e-05	9.9175e-01	1.5650e-05	
2.6596e+00	2.2854e+00	1.9926e+00	2.0828e-05	9.9257e-01	2.0827e-05	
2.6596e+00	2.3256e+00	1.9933e+00	1.1104e-05	9.9330e-01	1.1104e-05	
2.6596e+00	2.3658e+00	1.9940e+00	2.1950e-05	9.9396e-01	2.1950e-05	
2.6596e+00	2.4060e+00	1.9946e+00	1.4506e-05	9.9459e-01	1.4506e-05	
2.6596e+00	2.4462e+00	1.9951e+00	1.5586e-05	9.9514e-01	1.5586e-05	
2.6596e+00	2.4864e+00	1.9956e+00	1.7090e-05	9.9564e-01	1.7090e-05	
2.6596e+00	2.5266e+00	1.9961e+00	1.3413e-05	9.9607e-01	1.3413e-05	
2.6596e+00	2.5668e+00	1.9965e+00	1.3333e-05	9.9647e-01	1.3332e-05	
2.6596e+00	2.6070e+00	1.9968e+00	6.2521e-06	9.9682e-01	6.2521e-06	
2.6596e+00	2.6472e+00	1.9971e+00	2.7812e-06	9.9715e-01	2.7812e-06	
2.6596e+00	2.6874e+00	1.9974e+00	5.3576e-06	9.9743e-01	5.3576e-06	
2.6596e+00	2.7276e+00	1.9977e+00	4.6179e-06	9.9769e-01	4.6179e-06	
2.6596e+00	2.7678e+00	1.9979e+00	3.4048e-06	9.9793e-01	3.4048e-06	
2.6596e+00	2.8080e+00	1.9981e+00	3.1182e-06	9.9814e-01	3.1182e-06	
2.6596e+00	2.8482e+00	1.9983e+00	2.0589e-06	9.9832e-01	2.0589e-06	
2.6596e+00	2.8884e+00	1.9985e+00	1.7501e-06	9.9849e-01	1.7501e-06	
2.6596e+00	2.9286e+00	1.9986e+00	6.6545e-07	9.9864e-01	6.6545e-07	
2.6596e+00	2.9688e+00	1.9988e+00	9.0673e-07	9.9878e-01	9.0673e-07	
2.6596e+00	3.0090e+00	1.9989e+00	1.0658e-06	9.9890e-01	1.0658e-06	
2.3981e+00	-3.0210e+00	2.2197e-03	3.4880e-06	5.1755e-07	7.4345e-12	
2.3981e+00	-2.9808e+00	2.4416e-03	3.3352e-06	6.2747e-07	1.1912e-11	
2.3981e+00	-2.9406e+00	2.6954e-03	4.7711e-06	7.6071e-07	1.0407e-11	
2.3981e+00	-2.9004e+00	2.9610e-03	5.0321e-06	9.2222e-07	1.3558e-11	
2.3981e+00	-2.8602e+00	3.2536e-03	4.5678e-06	1.1180e-06	1.7402e-11	
2.3981e+00	-2.8200e+00	3.5818e-03	7.2560e-06	1.3552e-06	2.5813e-11	
2.3981e+00	-2.7798e+00	3.9513e-03	1.4021e-05	1.6428e-06	2.9538e-11	
2.3981e+00	-2.7396e+00	4.3475e-03	1.4229e-05	1.9914e-06	3.5865e-11	
2.3981e+00	-2.6994e+00	4.7777e-03	1.5686e-05	2.4137e-06	4.1083e-11	
2.3981e+00	-2.6592e+00	5.2722e-03	1.3678e-05	2.9256e-06	3.4528e-11	
2.3981e+00	-2.6190e+00	5.8064e-03	1.0868e-05	3.5458e-06	4.5573e-11	
2.3981e+00	-2.5788e+00	6.3972e-03	2.5840e-05	4.2972e-06	5.0410e-11	
2.3981e+00	-2.5386e+00	7.0222e-03	1.6307e-05	5.2077e-06	4.0861e-11	
2.3981e+00	-2.4984e+00	7.7386e-03	1.7745e-05	6.3104e-06	6.0260e-11	
2.3981e+00	-2.4582e+00	8.4992e-03	2.7596e-05	7.6463e-06	8.6870e-11	
2.3981e+00	-2.4180e+00	9.3562e-03	1.5743e-05	9.2644e-06	6.4233e-11	
2.3981e+00	-2.3778e+00	1.0300e-02	2.3503e-05	1.1223e-05	1.3020e-10	
2.3981e+00	-2.3376e+00	1.1357e-02	2.1140e-05	1.3596e-05	1.0813e-10	
2.3981e+00	-2.2974e+00	1.2471e-02	3.0112e-05	1.6467e-05	1.4959e-10	
2.3981e+00	-2.2572e+00	1.3717e-02	2.5371e-05	1.9943e-05	3.2620e-10	
2.3981e+00	-2.2170e+00	1.5047e-02	5.1383e-05	2.4151e-05	7.5763e-10	
2.3981e+00	-2.1768e+00	1.6593e-02	4.0629e-05	2.9240e-05	5.6987e-10	
2.3981e+00	-2.1366e+00	1.8273e-02	2.8623e-05	3.5397e-05	8.4059e-10	
2.3981e+00	-2.0964e+00	2.0185e-02	3.2235e-05	4.2841e-05	8.8347e-10	
2.3981e+00	-2.0562e+00	2.2049e-02	3.8043e-05	5.1849e-05	1.7713e-09	
2.3981e+00	-2.0160e+00	2.4306e-02	3.8418e-05	6.2729e-05	1.5736e-09	
2.3981e+00	-1.9758e+00	2.6594e-02	3.3669e-05	7.5885e-05	2.4703e-09	
2.3981e+00	-1.9356e+00	2.9238e-02	4.0166e-05	9.1769e-05	3.2228e-09	
2.3981e+00	-1.8954e+00	3.2169e-02	1.1981e-04	1.1095e-04	1.0007e-08	
2.3981e+00	-1.8552e+00	3.5315e-02	3.5727e-05	1.3410e-04	4.1228e-09	
2.3981e+00	-1.8150e+00	3.8752e-02	6.9101e-05	1.6203e-04	1.0100e-08	
2.3981e+00	-1.7748e+00	4.2553e-02	1.0582e-04	1.9570e-04	1.8952e-08	
2.3981e+00	-1.7346e+00	4.6974e-02	8.3535e-05	2.3622e-04	1.8816e-08	
2.3981e+00	-1.6944e+00	5.1308e-02	9.7186e-05	2.8513e-04	2.8054e-08	
2.3981e+00	-1.6542e+00	5.6367e-02	5.4819e-05	3.4392e-04	1.6776e-08	
2.3981e+00	-1.6140e+00	6.1580e-02	1.9710e-04	4.1473e-04	8.1981e-08	
2.3981e+00	-1.5738e+00	6.7840e-02	1.2142e-04	4.9958e-04	5.9959e-08	
2.3981e+00	-1.5336e+00	7.4044e-02	1.1448e-04	6.0177e-04	6.8718e-08	
2.3981e+00	-1.4934e+00	8.1290e-02	8.3003e-05	7.2404e-04	6.0610e-08	
2.3981e+00	-1.4532e+00	8.8796e-02	9.1375e-05	8.7085e-04	8.4731e-08	
2.3981e+00	-1.4130e+00	9.7206e-02	1.5484e-04	1.0464e-03	1.7970e-07	
2.3981e+00	-1.3728e+00	1.0586e-01	2.0199e-04	1.2568e-03	2.6573e-07	
2.3981e+00	-1.3326e+00	1.1552e-01	3.4085e-04	1.5078e-03	5.5366e-07	
2.3981e+00	-1.2924e+00	1.2638e-01	2.6227e-04	1.8063e-03	5.3249e-07	
2.3981e+00	-1.2522e+00	1.3760e-01	2.5391e-04	2.1628e-03	6.2351e-07	
2.3981e+00	-1.2120e+00	1.4955e-01	1.8483e-04	2.5871e-03	5.2850e-07	
2.3981e+00	-1.1718e+00	1.6345e-01	1.7433e-04	3.0874e-03	6.2922e-07	
2.3981e+00	-1.1316e+00	1.7743e-01	2.4054e-04	3.6836e-03	1.0715e-06	
2.3981e+00	-1.0914e+00	1.9278e-01	5.0156e-04	4.3861e-03	2.6500e-06	
2.3981e+00	-1.0512e+00	2.0917e-01	1.3226e-04	5.2153e-03	8.8096e-07	
2.3981e+00	-1.0110e+00	2.2653e-01	3.9015e-04	6.1924e-03	3.0985e-06	
2.3981e+00	-9.7080e-01	2.4569e-01	2.1231e-04	7.3338e-03	1.8699e-06	
2.3981e+00	-9.3060e-01	2.6535e-01	4.1976e-04	8.6759e-03	4.9314e-06	
2.3981e+00	-8.9040e-01	2.8658e-01	2.5304e-04	1.0239e-02	3.5874e-06	
2.3981e+00	-8.5020e-01	3.0811e-01	3.8082e-04	1.2074e-02	6.6849e-06	
2.3981e+00	-8.1000e-01	3.3197e-01	3.2302e-04	1.4183e-02	6.8139e-06	
2.3981e+00	-7.6980e-01	3.5628e-01	5.4679e-04	1.6640e-02	1.4055e-05	
2.3981e+00	-7.2960e-01	3.8257e-01	5.0367e-04	1.9453e-02	1.5762e-05	
2.3981e+00	-6.8940e-01	4.0952e-01	2.9653e-04	2.2701e-02	1.1399e-05	
2.3981e+00	-6.4920e-01	4.3717e-01	2.4164e-04	2.6442e-02	1.1329e-05	
2.3981e+00	-6.0900e-01	4.6680e-01	4.2646e-04	3.0666e-02	2.4602e-05	
2.3981e+00	-5.6880e-01	4.9706e-01	4.3311e-04	3.5492e-02	3.0568e-05	
2.3981e+00	-5.2860e-01	5.2854e-01	5.0839e-04	4.0936e-02	4.4347e-05	
2.3981e+00	-4.8840e-01	5.6036e-01	4.5274e-04	4.7132e-02	4.8492e-05	
2.3981e+00	-4.4820e-01	5.9402e-01	2.9550e-04	5.3975e-02	3.9292e-05	
2.3981e+00	-4.0800e-01	6.2828e-01	1.6252e-04	6.1637e-02	2.6894e-05	
2.3981e+00	-3.6780e-01	6.6293e-01	2.2682e-04	7.0194e-02	4.7431e-05	
2.3981e+00	-3.2760e-01	6.9859e-01	2.2852e-04	7.9582e-02	6.0351e-05	
2.3981e+00	-2.8740e-01	7.3337e-01	2.8017e-04	9.0370e-02	9.4917e-05	
2.3981e+00	-2.4720e-01	7.7016e-01	2.9937e-04	1.0171e-01	1.3264e-04	
2.3981e+00	-2.0700e-01	8.0691e-01	1.2631e-04	1.1427e-01	7.4878e-05	
2.3981e+00	-1.6680e-01	8.4379e-01	2.1065e-04	1.2809e-01	1.7264e-04	
2.3981e+00	-1.2660e-01	8.8137e-01	1.3033e-04	1.4267e-01	1.5652e-04	
2.3981e+00	-8.6400e-02	9.1884e-01	4.3568e-05	1.5872e-01	8.5289e-05	
2.3981e+00	-4.6200e-02	9.5667e-01	5.2313e-05	1.7536e-01	2.1193e-04	
2.3981e+00	-6.0000e-03	9.9436e-01	8.0976e-06	1.9371e-01	2.7870e-04	
2.3981e+00	3.4200e-02	1.0321e+00	2.8763e-05	2.1287e-01	1.9092e-04	
2.3981e+00	7.4400e-02	1.0699e+00	9.1920e-05	2.3368e-01	3.0737e-04	
2.3981e+00	1.1460e-01	1.1076e+00	3.5608e-05	2.5510e-01	8.4692e-05	
2.3981e+00	1.5480e-01	1.1447e+00	1.4434e-04	2.7680e-01	2.7613e-04	
2.3981e+00	1.9500e-01	1.1820e+00	1.5549e-04	3.0022e-01	2.5636e-04	
2.3981e+00	2.3520e-01	1.2185e+00	1.8807e-04	3.2370e-01	2.7859e-04	
2.3981e+00	2.7540e-01	1.2554e+00	3.3269e-04	3.4893e-01	4.5486e-04	
2.3981e+00	3.1560e-01	1.2914e+00	1.9611e-04	3.7416e-01	2.5180e-04	
2.3981e+00	3.5580e-01	1.3264e+00	2.7891e-04	3.9925e-01	3.4138e-04	
